what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177836072
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1471177836122
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471177837441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177843565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177846808
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1471177847061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177847924
error,log,,,"No Byte Stream Services found for Nios II Console View",1471177855634
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1471177858426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177906130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177909583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177956964
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1471177957017
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471177959854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471177983602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177990580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471177994867
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1471177995132
error,log,,,"No Byte Stream Services found for Nios II Console View",1471178008187
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1471178019913
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1471178020221
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.RegisterView",1471178020706
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1471178020916
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1471178031470
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1471178036154
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1471178036210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178041321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178052862
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471178053594
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1471178059190
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1471178059320
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471178099491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178105923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178108922
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1471178111606
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471178124314
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1471178125915
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1471178125985
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1471178129239
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471178129325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178152980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178156584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178156615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178159009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178159379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178160784
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1471178161158
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471178161477
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1471178162265
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1471178162566
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1471178162568
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1471178162569
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1471178162569
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1471178162571
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1471178162571
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1471178162571
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1471178162571
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1471178162571
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1471178162573
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1471178162573
