what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109169430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109188732
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1471109188810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109197082
error,log,,,"No Byte Stream Services found for Nios II Console View",1471109198564
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1471109199001
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1471109199063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109199219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109207725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109220648
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1471109220679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109222021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109253643
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1471109255406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109255952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109268348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109278386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109296990
error,log,,,"No Byte Stream Services found for Nios II Console View",1471109308721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109325861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109328439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109332939
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1471109344168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109346645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109349000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109349437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109349499
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109352800
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109353143
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109361599
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109361599
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1471109363273
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109369006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109375886
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1471109377820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109378366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109392045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109396011
error,log,,,"No Byte Stream Services found for Nios II Console View",1471109405321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109434909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109444624
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1471109445794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109446387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109456324
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1471109456355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109469983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109478764
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1471109478795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109521967
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1471109522388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109522840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109536140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109540930
error,log,,,"No Byte Stream Services found for Nios II Console View",1471109550016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109572468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109585530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109587356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1471109595046
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1471109596279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109596810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109609976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109616711
error,log,,,"No Byte Stream Services found for Nios II Console View",1471109623850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109685240
executed,command,com.altera.sbtgui.flash.plugin,,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1471109693762
started,bundle,com.altera.sbtgui.flash.plugin,13.0.0.156,"com.altera.sbtgui.flash.plugin",1471109693762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109694152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109850419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109850528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109851808
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1471109852260
